kind,game_id,gameday,season,home_team,away_team,venue,start_time_utc,home_record,away_record,p_home_win,p_away_win,p_tie,derived_ml,p_home_win_derived,p_away_win_derived,mu_h,mu_a,mu_margin,mu_total,fair_spread,fair_total,spread_line,total_line,has_offer,p_cover_offered,p_push_offered,p_over_offered,p_under_offered,p_push_total_offered,home_score,away_score,total,margin,p_over_fair,p_cover_fair,y_over_fair,y_under_fair,y_push_fair,y_cover_fair,y_push_spread_fair,y_over_offered,y_under_offered,y_push_total_offered,y_cover_offered,y_push_spread_offered,y_home_win,decided,frame_view,pred_home,pred_away,p_home_cover_m8,p_push_m8,p_home_cover_m7,p_push_m7,p_home_cover_m6,p_push_m6,p_home_cover_m5,p_push_m5,p_home_cover_m4,p_push_m4,p_home_cover_m3,p_push_m3,p_home_cover_m2,p_push_m2,p_home_cover_m1,p_push_m1,p_home_cover_0,p_push_0,p_home_cover_1,p_push_1,p_home_cover_2,p_push_2,p_home_cover_3,p_push_3,p_home_cover_4,p_push_4,p_home_cover_5,p_push_5,p_home_cover_6,p_push_6,p_home_cover_7,p_push_7,p_home_cover_8,p_push_8,p_home_cover_m0_5,p_home_cover_0_5,p_over_4,p_under_4,p_push_total_4,p_over_5,p_under_5,p_push_total_5,p_over_6,p_under_6,p_push_total_6,p_over_7,p_under_7,p_push_total_7,p_over_8,p_under_8,p_push_total_8,p_over_9,p_under_9,p_push_total_9,p_over_10,p_under_10,p_push_total_10,p_over_11,p_under_11,p_push_total_11,p_over_12,p_under_12,p_push_total_12
oof,2024021141,2025-03-26,2024,EDM,DAL,Rogers Place,2025-03-27T02:00:00Z,105-87,111-77,0.6468088514883797,0.35319114851162026,0.138993137693098,0.4732,0.4822359776497044,0.35586402235029563,3.2352850791797785,2.8796045344191015,0.355680544760677,6.11488961359888,0.0,5.0,,,False,,,,,,3.0,4.0,7.0,-1.0,0.5132850669298628,0.4923122264660953,1.0,0.0,0.0,0.0,0.0,,,,,,0.0,True,oof,3.2352850791797785,2.8796045344191015,0.9992,0.0005,0.9968539232992969,0.00234690687342184,0.9938285069754266,0.0040599498077199874,0.9802859315716869,0.013073372430811117,0.9279182973908183,0.05203935895819036,0.8426894250267616,0.08497440381094216,0.7486872531587978,0.09476956785067484,0.5693249484220674,0.18121933890283415,0.4923122264660953,0.138993137693098,0.3659837816336232,0.20302684270472762,0.2363083489856943,0.12701818202200096,0.09771071631803409,0.1394156534598895,0.029402451365641853,0.0685836865533996,0.009332740075110618,0.020182377300760893,0.0011560617898845526,0.0072431725025020625,0.002492329766883643,0.001727192193890779,0.0013,0.0012,0.6351,0.4732,0.7409809428152929,0.15323171276199912,0.10578734442270808,0.5132850669298628,0.2596524704659473,0.2270624626041899,0.39134376779327434,0.4816011050309166,0.12705512717580894,0.23325455636640915,0.609116623987099,0.15762881964649184,0.1481880319112953,0.7698635668561504,0.08194840123255431,0.05806410309015774,0.8529643365588699,0.08897156035097237,0.031141810835318577,0.9416769555444174,0.027181233620263954,0.008217280897493205,0.9689036926413427,0.022879026461164104,0.0018583731851302108,0.9926048837506547,0.0055367430642151326
oof,2024021142,2025-03-26,2024,ANA,BOS,Honda Center,2025-03-27T02:00:00Z,84-92,80-90,0.7596071185443438,0.24039288145565618,0.14496804506502464,0.4664,0.48017097420355637,0.35042902579644364,3.2766375377287367,2.931063031365608,0.3455745063631288,6.207700569094344,0.0,6.0,,,False,,,,,,6.0,2.0,8.0,4.0,0.38916182332783983,0.487838835926475,1.0,0.0,0.0,1.0,0.0,,,,,,1.0,True,oof,3.2766375377287367,2.931063031365608,0.9995,0.0003,0.9978971165963388,0.0016031759990705848,0.994601768359022,0.003877661050192625,0.9801794376661398,0.01312023437084376,0.9259382979806655,0.05412713195527301,0.8416553021096911,0.08492852361211031,0.7507996672931322,0.09116788443721029,0.5685995583086185,0.18295257803283835,0.487838835926475,0.14496804506502464,0.3635542659889238,0.20518356421055456,0.2375395687824048,0.12588922710186978,0.0979315018676172,0.1406306128628881,0.029500723892072617,0.06878774704552423,0.00930077239522508,0.020606326140135994,0.0012260803137771367,0.007302565001670176,0.0027905235897216344,0.001814883082608811,0.0008,0.002,0.6358,0.4664,0.7414611100961591,0.15342817251870366,0.10511071738513718,0.5107600720788388,0.25950259637125017,0.22973733154991102,0.38916182332783983,0.4858948526164938,0.12494332405566634,0.23024556241179897,0.6101514015284225,0.15960303605977846,0.145914756258719,0.7707037609251505,0.08338148281613053,0.05711792355373671,0.8551440308154127,0.08773804563085054,0.031149576353796733,0.9435091985962335,0.025341225049969805,0.008290841094418586,0.9689243749256561,0.022784783979925366,0.0015836308404257508,0.9929203941874566,0.005495974972117593
oof,2024021148,2025-03-27,2024,MIN,WSH,Xcel Energy Center,2025-03-27T23:30:00Z,98-83,99-75,0.5966566331293462,0.40334336687065375,0.14704853417238417,0.4668,0.48029252434789194,0.3477074756521081,3.029356405458066,2.7016392225390136,0.3277171829190526,5.73099562799708,0.0,5.0,,,False,,,,,,4.0,2.0,6.0,2.0,0.5340097461829475,0.48831619121319286,1.0,0.0,0.0,1.0,0.0,,,,,,1.0,True,oof,3.029356405458066,2.7016392225390136,0.9997,0.0001,0.9979540670127882,0.0017460904518234238,0.9941578606136686,0.004319458515869884,0.9818741806272497,0.01174000032832895,0.929847849642266,0.0518750166775543,0.8477197739237231,0.08256886779581593,0.7552731926744002,0.09311732424686117,0.5569535371916235,0.2061942898594079,0.48831619121319286,0.14704853417238417,0.365030793895321,0.19915855361606521,0.23670839993263704,0.12339693251476815,0.09626223810876489,0.1416292903646146,0.02952944585123253,0.06681323990080322,0.008442439793375748,0.020848163928018467,0.0014228029785983691,0.0060310647274024656,0.0017960148920361002,0.0018361759341738214,0.0003,0.0015,0.6388,0.4668,0.7492488508886325,0.14548941056138448,0.10526173854998312,0.5340097461829475,0.25107913855703606,0.21491111526001644,0.41968835649999503,0.4657165655180455,0.11459507798195956,0.23682292009726763,0.5800403730743243,0.18313670682840813,0.15582612344367613,0.7634714644323891,0.08070241212393482,0.05886851081553887,0.8450588343750662,0.09607265480939482,0.030093210205430435,0.9415268497896759,0.028379940004893623,0.006313822682796243,0.9704904076708464,0.023195769646357434,0.0008437104589884806,0.9938221003522241,0.005334189188787449
oof,2024021143,2025-03-27,2024,BUF,PIT,KeyBank Center,2025-03-27T23:00:00Z,93-84,77-93,0.552829972330668,0.447170027669332,0.1420044639722668,0.4227,0.46679476453283764,0.36730523546716237,3.0034337838040015,3.0282509235731943,-0.024817139769192753,6.031684707377195,0.0,5.0,,,False,,,,,,7.0,3.0,10.0,4.0,0.5251980628129623,0.468980298632847,1.0,0.0,0.0,1.0,0.0,,,,,,1.0,True,oof,3.0034337838040015,3.0282509235731943,0.9985,0.0008,0.9962687495024065,0.002233602810444814,0.9942768962275864,0.003555592960404639,0.9800245079287879,0.013762069698282775,0.9245027799686478,0.055703360302472006,0.8382655361940254,0.08608966149647704,0.7389485556961137,0.09993310452776245,0.5371637758864597,0.20670689049257265,0.468980298632847,0.1420044639722668,0.3451627039745209,0.2039353282887797,0.22647479878141222,0.12062307985507588,0.09201753145781616,0.13500072509067934,0.02851425987126865,0.06282058698235578,0.008405672265882215,0.019426267536792212,0.0015365559887480522,0.005999402358207246,0.0014972369817344755,0.0018771656193121919,0.0005,0.001,0.5886,0.4227,0.7479154366391916,0.14668015899201656,0.10540440436879174,0.5251980628129623,0.2532917968857536,0.221510140301284,0.4056614074086245,0.47423719235849515,0.12010140023288028,0.23663018517639026,0.5972663847472307,0.16610343007637907,0.151526848522806,0.7649197985257487,0.08355335295144542,0.057898793479520774,0.8494739833092235,0.09262722321125563,0.030674833253272665,0.9423476849943588,0.02697748175236845,0.007268416472327539,0.9695451527596205,0.023186430768052,0.0011140845911862657,0.9936377930185543,0.005248122390259499
oof,2024021144,2025-03-27,2024,DET,OTT,Little Caesars Arena,2025-03-27T23:00:00Z,80-84,91-83,0.5299963068399055,0.4700036931600945,0.1431811238682238,0.445,0.4736486172671013,0.3590513827328987,2.9242368739401146,2.756820252406049,0.16741662153406534,5.681057126346164,0.0,5.0,,,False,,,,,,3.0,4.0,7.0,-1.0,0.5325530989658903,0.47906020726959125,1.0,0.0,0.0,0.0,0.0,,,,,,0.0,True,oof,2.9242368739401146,2.756820252406049,0.9985,0.0009,0.996382109796494,0.002120177384556285,0.9939991300129863,0.0039040022922827147,0.981809450214441,0.01191617595019522,0.9266544860866215,0.05453824760047286,0.843509157447589,0.08392585238350828,0.74465225074696,0.09975128349424847,0.5493173810034743,0.20149097098963642,0.47906020726959125,0.1431811238682238,0.35452425259285597,0.2003121328316273,0.2292369624466765,0.12222230571063317,0.09088218888929715,0.14043929201163557,0.02735958363845507,0.06303050945821108,0.008275816972029535,0.018910807731235147,0.0016749608772095724,0.005549055416167885,0.0017961247888555578,0.002026356603972167,0.0006,0.0012,0.6123,0.445,0.7494774940249631,0.14535349260204605,0.10516901337299085,0.5325530989658903,0.24972834754079892,0.2177185534933108,0.42128607664468126,0.46628539896867327,0.1124285243866454,0.23850471384184174,0.5830143333522985,0.1784809528058598,0.1564321828292613,0.7632483143018005,0.08031950286893813,0.058702157076896,0.8432671935716747,0.09803064935142924,0.030146489214887003,0.9415755973598958,0.028277913425217197,0.0064281218613186026,0.9703775531578521,0.02319432498082929,0.001132962253178175,0.9935076796866803,0.005359358060141514
oof,2024021145,2025-03-27,2024,TBL,UTA,Amalie Arena,2025-03-27T23:00:00Z,101-75,83-87,0.6760339494290772,0.32396605057092276,0.13017894803288077,0.6328,0.5506945270160655,0.30060547298393453,3.4020749030897988,2.0808416824332046,1.3212332206565942,5.482916585523004,1.0,5.0,,,False,,,,,,8.0,0.0,8.0,8.0,0.5382610402571615,0.44648118804841963,1.0,0.0,0.0,1.0,0.0,,,,,,1.0,True,oof,3.4020749030897988,2.0808416824332046,0.9998999990001,9.99999999e-05,0.9991944135739071,0.0007055984769428052,0.9931564527816089,0.0061584660551703375,0.9863541859700921,0.006909443312015514,0.9440727632227763,0.04113365616519986,0.8718662230506191,0.07211810278846459,0.7981772777529506,0.07326951123912198,0.6796704487749319,0.11081065005760282,0.5741221084167981,0.13017894803288077,0.44648118804841963,0.19884741534813852,0.2932352946645925,0.1382965331020271,0.12382196888932769,0.16824439414211262,0.04687420982569025,0.08026809796156403,0.009212368483652722,0.04289653912639878,0.0007073705355627871,0.009082734538823358,0.00576236359094085,0.0014298280119759994,0.0023,0.0035,0.7815,0.6328,0.7500769737292651,0.14486735948674784,0.10505566678398713,0.5382610402571615,0.24886392635270863,0.2128750333901299,0.42636936970053657,0.4549751224557409,0.11865550784372253,0.23949184240556382,0.570895680056087,0.18961247753834923,0.16055668684916297,0.7615242011906013,0.07791911196023572,0.05962640922570515,0.8387381471031663,0.1016354436711285,0.02962466806211551,0.9404724819191568,0.029902850018727802,0.005454790174597022,0.9713397409973162,0.023205468828086745,0.0004631528507717467,0.9941461944538262,0.005390652695402105
oof,2024021146,2025-03-27,2024,PHI,MTL,Wells Fargo Center,2025-03-27T23:00:00Z,80-94,98-90,0.5527958909415742,0.4472041090584258,0.1319706690028918,0.5482,0.5242741575545447,0.3232258424454554,3.747239574808534,2.9181479019456464,0.8290916728628877,6.66538747675418,0.0,6.0,,,False,,,,,,6.0,4.0,10.0,2.0,0.38041789406385473,0.5303240826501325,1.0,0.0,0.0,1.0,0.0,,,,,,1.0,True,oof,3.747239574808534,2.9181479019456464,0.999,0.0007,0.9975487988682876,0.001452099919061742,0.994364492361186,0.004080583309163691,0.981994126106762,0.011655516455966472,0.9311759353463057,0.05043339336273665,0.8512305045341775,0.07970093921401174,0.7672390214944019,0.0842729041913074,0.6256680525149181,0.1344793582772728,0.5303240826501325,0.1319706690028918,0.4069955066800779,0.20388109622649545,0.2758244749870191,0.12923279588986858,0.11590171380459643,0.16011134787769016,0.042992945057709196,0.07512554771265313,0.009147571317817717,0.03582011529548296,0.0007834302629897485,0.008773169853155589,0.005169381646978345,0.0014978880417494973,0.0014,0.0038,0.7007,0.5482,0.7450938120953675,0.14897098556414523,0.10593520234048731,0.5048953182115524,0.2571764416405254,0.23792824014792213,0.38041789406385473,0.49416246079390796,0.12541964514223736,0.23219737755870926,0.6208529113610135,0.14694971108027727,0.14290513852242634,0.7698904694876965,0.08720439198987723,0.05578719761343804,0.8578033866263083,0.08640941576025359,0.031768766955031315,0.9446630106456589,0.023568222399309797,0.009601720407233137,0.9672421915677459,0.023156088025020876,0.0034614124869852803,0.9913944706149881,0.005144116898026635
oof,2024021150,2025-03-27,2024,CGY,DAL,Scotiabank Saddledome,2025-03-28T01:00:00Z,75-89,111-77,0.530008890459522,0.46999110954047796,0.15084511459121824,0.4925,0.4880861375518908,0.3354138624481092,3.0313685657902396,2.5469375914886663,0.48443097430157334,5.578306157278906,0.0,5.0,,,False,,,,,,2.0,5.0,7.0,-3.0,0.5337473134096058,0.4995026837989502,1.0,0.0,0.0,0.0,0.0,,,,,,0.0,True,oof,3.0313685657902396,2.5469375914886663,0.9994,0.0002,0.9976097549779499,0.0017906922372179156,0.9939504204113837,0.004402916836874157,0.9828733022091233,0.01074070297457576,0.9318432284319096,0.050298757700309685,0.8512804123313505,0.08091370403662758,0.7598913782627649,0.09207397896922322,0.5905312302824254,0.17052613987358523,0.4995026837989502,0.15084511459121824,0.3781622557804224,0.19939663530458085,0.24479108740603425,0.1276251851055902,0.09945047593778195,0.14687636494730139,0.03139453340142161,0.06858989916304396,0.008564067599284561,0.02269413112616698,0.0013566790263009301,0.006588068150838496,0.002591863738654148,0.0018890585705658878,0.0012,0.0014,0.669,0.4925,0.7497676583608524,0.14514015989835913,0.10509218174078866,0.5337473134096058,0.24887053038400675,0.21738215620638748,0.4192149444215687,0.4551638233551362,0.12562123222329502,0.23539549818023583,0.5677445251638626,0.1968599766559016,0.15821565315139013,0.7617249134334619,0.08005943341514796,0.059201037528556995,0.8413391751974237,0.09945978727401927,0.02993324903817903,0.9406606059575104,0.029406145004310404,0.005744853029601604,0.9710495722507032,0.023205574719695136,0.0007518999324013446,0.9938428383175079,0.00540526175009088
oof,2024021149,2025-03-27,2024,COL,LAK,Ball Arena,2025-03-28T02:00:00Z,115-69,85-89,0.6255141391476102,0.3744858608523898,0.13717817370753818,0.558,0.5272694739855112,0.31403052601448883,3.197471653648807,2.378123863673006,0.8193477899758008,5.575595517321813,0.0,5.0,,,False,,,,,,4.0,0.0,4.0,4.0,0.5362814555544327,0.5340028238050584,0.0,1.0,0.0,1.0,0.0,,,,,,1.0,True,oof,3.197471653648807,2.378123863673006,0.9995,0.0004,0.9987031991336324,0.0007969620412194275,0.9935953360062432,0.0054297117346907035,0.9843661214024122,0.009034185598542117,0.9386391254891195,0.04504549966330605,0.8613898452102038,0.07731164785111094,0.7741030168395289,0.08757839827938584,0.6259257769421654,0.14642451831145503,0.5340028238050584,0.13717817370753818,0.4093296392575733,0.19695218632136444,0.26588548426530023,0.1314429223944577,0.10888956343620429,0.1588474744298679,0.03935345193930044,0.0710247024849906,0.00891613749550968,0.032811493856946476,0.0009703803906399307,0.00793543204301917,0.003287090436981496,0.0015914515020585118,0.0009,0.0024,0.7167,0.558,0.7500040104536442,0.14492350315413843,0.10507248639221742,0.5362814555544327,0.24867687159650767,0.21504167284905953,0.4266290534527473,0.4601720829360182,0.11319886361123456,0.23820075149138212,0.5728536116160464,0.18894563689257146,0.15853403843801278,0.7633176466080103,0.07814831495397688,0.059345871915092545,0.8420642893256154,0.09858983875929203,0.029879478361852053,0.9405359577920492,0.029584563846098647,0.005787365690999294,0.9710091349335076,0.02320349937549311,0.0006117213476353992,0.9940169529578387,0.005371325694526024
oof,2024021151,2025-03-27,2024,SEA,EDM,Climate Pledge Arena,2025-03-28T02:00:00Z,69-95,105-87,0.5528152472539039,0.44718475274609615,0.14624749838358914,0.4258,0.46775199244221466,0.3610480075577853,2.8059542279618666,2.6849300307837143,0.12102419717815227,5.490884258745581,0.0,5.0,,,False,,,,,,6.0,1.0,7.0,5.0,0.5373530719401346,0.4694599321894701,1.0,0.0,0.0,1.0,0.0,,,,,,1.0,True,oof,2.8059542279618666,2.6849300307837143,0.9992,0.0005,0.9969292601289841,0.002271579086149283,0.9940351551904192,0.003940354584432129,0.9809956969064253,0.012721605047029644,0.9276620717957976,0.05324390491389445,0.8420354697690312,0.0855254162494933,0.7410946418402883,0.10190416846987513,0.5368710377868459,0.21267718918183007,0.4694599321894701,0.14624749838358914,0.34507220778302905,0.20123112106518262,0.22206654645259744,0.12121202299160405,0.08634159270490747,0.1380790852017931,0.024366452193337138,0.06111956756535547,0.008163729185919575,0.014957959914788148,0.002024836731456829,0.00534214652890555,0.0007993383601720966,0.002049270312344873,0.0006,0.0002,0.597,0.4258,0.7503118002210881,0.14462737352773086,0.10506082625118097,0.5373530719401346,0.24790551398006108,0.21474141407980424,0.42888725106597586,0.45727364249154534,0.11383910644247866,0.2390835299122569,0.570331859319277,0.19058461076846606,0.15979701974131152,0.7632816423513252,0.07692133790736325,0.05946519603681865,0.8403022612995934,0.10023254266358805,0.02967982955162726,0.9409836428838163,0.029336527564556486,0.00559031538046485,0.9712063238233084,0.023203360796226664,0.00043172839783743166,0.9942034309139196,0.005364840688242896
oof,2024021152,2025-03-27,2024,SJS,TOR,SAP Center at San Jose,2025-03-28T02:30:00Z,59-105,91-86,0.5527421076415121,0.4472578923584879,0.1405514618691888,0.4072,0.46198256570684937,0.3739174342931506,3.1730186871068398,3.233565167749841,-0.06054648064300139,6.406583854856681,-1.0,6.0,,,False,,,,,,6.0,5.0,11.0,1.0,0.3901708693207196,0.5376669427103706,1.0,0.0,0.0,1.0,0.0,,,,,,1.0,True,oof,3.1730186871068398,3.233565167749841,0.9971,0.0018,0.9946634104752003,0.002444581330946108,0.9938088204592113,0.003603265526430617,0.9799667747606003,0.013847218629050272,0.9224984700519866,0.057560388656623974,0.8347281792680596,0.0881561560091949,0.731864372123318,0.10347942018984518,0.5376669427103706,0.1945031437985901,0.4621009627970168,0.1405514618691888,0.3385794319681136,0.2066206054607303,0.223412877916707,0.12031564666874607,0.0912673692937327,0.13208227804043735,0.02717742334811631,0.06339198907107887,0.008313242070364043,0.01816221462600717,0.0017005895462637213,0.005745904733376775,0.0010985432120306793,0.0019226737507587344,9.99999999e-10,0.0010999999989,0.5713,0.4072,0.7464235069312046,0.14794541705844388,0.10563107601035157,0.5118204958213834,0.2546147246526421,0.23356477952597443,0.3901708693207196,0.48561699629142485,0.12421213438785547,0.2319708407297987,0.6069866643561909,0.16104249491401046,0.1457863116222546,0.7676486318409639,0.08656505653678154,0.05649829005938575,0.854934073138833,0.08856763680178124,0.03133565085276775,0.9442902571440993,0.02437409200313293,0.008540586942454593,0.9682884452919677,0.023170967765577755,0.002383434180071996,0.9924167276277129,0.005199838192215084
oof,2024021147,2025-03-27,2024,NSH,STL,Bridgestone Arena,2025-03-28T00:00:00Z,68-96,84-87,0.5966401922869147,0.4033598077130853,0.1380769992866032,0.4553,0.4767931425005423,0.36230685749945774,3.3525825519887205,3.1467291916250772,0.2058533603636432,6.499311743613798,0.0,6.0,,,False,,,,,,2.0,3.0,5.0,-1.0,0.3904788685228922,0.48500449314689603,0.0,1.0,0.0,0.0,0.0,,,,,,0.0,True,oof,3.3525825519887205,3.1467291916250772,0.9983,0.001,0.9959966874384719,0.002306288479381362,0.9942222766746963,0.003520036878315963,0.9806216929183748,0.013174814485061739,0.9234806433007554,0.05690793104943366,0.8391955060040375,0.08489231343916939,0.7429696868833082,0.0966138758867695,0.5697118551450522,0.169339768037203,0.48500449314689603,0.1380769992866032,0.3600654431597601,0.20066837243983446,0.23623022887661765,0.1214281771010937,0.09788041396112997,0.1383739742515061,0.03193790307494351,0.06580986763750257,0.008620430613689348,0.022868984052961297,0.00129768683891982,0.006781731739110212,0.002691236522356059,0.0018472705210854832,0.001,0.0017,0.6162,0.4553,0.7458766458334819,0.14834704827195558,0.10577630589456247,0.5108195688865648,0.2562758880187415,0.23290454309469366,0.3904788685228922,0.495725260247036,0.1137958712300717,0.2313745982184058,0.6130001681232208,0.1556252336583734,0.14410504344600394,0.7684418670829509,0.0874530894710451,0.05610210275125884,0.8564970608391452,0.08740083640959594,0.03167321584594289,0.9439306537503876,0.024396130403669444,0.009458078421069969,0.9673842574578869,0.02315766412104301,0.0033540659708863724,0.9914924035587754,0.00515353047033817
oof,2024021154,2025-03-28,2024,CAR,MTL,Lenovo Center,2025-03-28T23:00:00Z,125-73,98-90,0.6247533222116304,0.3752466777883696,0.13326624694065728,0.5318,0.5192821329719364,0.32641786702806364,3.5164654920784466,2.8017338845797837,0.7147316074986629,6.31819937665823,0.0,6.0,,,False,,,,,,4.0,1.0,5.0,3.0,0.39564044305551543,0.5221026651125203,0.0,1.0,0.0,1.0,0.0,,,,,,1.0,True,oof,3.5164654920784466,2.8017338845797837,0.9991,0.0007,0.9975964381395644,0.0015043278269819063,0.994042139223603,0.004403371390145505,0.9826953273632926,0.010908748468452039,0.9329437375955194,0.049160607404412256,0.8497494330476242,0.083081071378341,0.7655617568374147,0.08430033319769716,0.6075940111110045,0.1541316744989373,0.5221026651125203,0.13326624694065728,0.3979562311627569,0.20034246592139157,0.26476897121300874,0.12756357604611807,0.11023523774037146,0.1553692496960491,0.03909333459351909,0.07275317981217314,0.009037281948232499,0.029894692063276128,0.0008548149123652399,0.00816509994344604,0.005070408779694266,0.0015816333325403532,0.0024,0.0027,0.6861,0.5318,0.7466254128669594,0.14764860696109966,0.10572598017194085,0.5169063666514103,0.25575825078036957,0.22733538256822,0.39564044305551543,0.48776981277072823,0.1165897441737563,0.23495445366893966,0.6116375396842045,0.15340800664685578,0.14690000750303275,0.7674269252899772,0.08567306720699,0.0568709395430053,0.854469464603496,0.08865959585349874,0.03127314601884757,0.9432611652179669,0.025465688763185505,0.008404242656607167,0.9684225150253488,0.023173242318043928,0.002072975254215731,0.9927307466297088,0.0051962781160753676
oof,2024021156,2025-03-28,2024,WPG,NJD,Canada Life Centre,2025-03-29T00:00:00Z,97-80,85-84,0.5834922916310717,0.41650770836892825,0.14122717424451814,0.6176,0.5458262607876042,0.2918737392123958,3.1434860858375937,1.9576581640973134,1.1858279217402803,5.101144249934907,1.0,4.0,,,False,,,,,,4.0,0.0,4.0,4.0,0.7518745969075942,0.43843880199548124,0.0,0.0,1.0,1.0,0.0,,,,,,1.0,True,oof,3.1434860858375937,1.9576581640973134,0.9998999990001,9.99999999e-05,0.9992970563706196,0.000602952763690901,0.9929697748019365,0.006418727973612547,0.9860709068993098,0.0071514035023866815,0.9462176834744609,0.038980398347585606,0.873438621650495,0.07214060572910247,0.7968603967136292,0.07594077123458065,0.6791765768029083,0.1100784694940192,0.563884339859646,0.14122717424451814,0.43843880199548124,0.19680357474674567,0.28389551927149004,0.13781284580388992,0.11669860717412317,0.16854556981829252,0.04180419072160144,0.07777138646509164,0.009048579887424796,0.03546118180704523,0.0007632439973738634,0.00798428644696967,0.005860997298377373,0.00150757957951125,0.002,0.0039,0.7799,0.6176,0.7518745969075942,0.14333264310891042,0.10479275998349531,0.546020383033365,0.24380065136502735,0.21017896560160765,0.4501661656272628,0.4469403203540845,0.10289351401865264,0.23777050734402594,0.541758213470014,0.2204712791859601,0.16773607582895886,0.7587201603941515,0.07354376377688956,0.060952478158215445,0.8296157232328353,0.10943179860894924,0.028716655702713752,0.9391830041587936,0.03210034013849268,0.004297688617724826,0.9724899717988139,0.0232123395834613,0.000268963077046077,0.9941975342239653,0.005533502698988718
oof,2024021155,2025-03-28,2024,CBJ,VAN,Nationwide Arena,2025-03-28T23:00:00Z,80-84,63-101,0.5528102232209842,0.44718977677901584,0.1413736930355743,0.4548,0.4766407427981637,0.35835925720183626,3.1691970222854926,2.9080268114450476,0.261170210840445,6.077223833730541,0.0,5.0,,,False,,,,,,7.0,6.0,13.0,1.0,0.5219752913721274,0.48402052901311066,1.0,0.0,0.0,1.0,0.0,,,,,,1.0,True,oof,3.1691970222854926,2.9080268114450476,0.999,0.0009,0.9973016805077294,0.0016993145268502938,0.9946739125103186,0.003619501545984376,0.9812370608651267,0.012499574167414366,0.9268119167217878,0.054101252909591606,0.8420313288629743,0.08502939695229947,0.7468722967537194,0.09576766723117568,0.5584771357558189,0.1909035103709836,0.48402052901311066,0.1413736930355743,0.3604014190696246,0.2016895549108368,0.2335723109143443,0.12503884509726448,0.09659753031572188,0.1366122012601751,0.030376585698246153,0.06605347656799561,0.008447960716753517,0.022345272367942193,0.001673752148609066,0.006443851990525282,0.0011982600845215794,0.0019224319872346597,0.0004,0.0008,0.6198,0.4548,0.7478409631179943,0.14674444270441953,0.10541459417758614,0.5219752913721274,0.2527031684269705,0.22532154020090214,0.40418980614309097,0.47755449238703607,0.11825570146987287,0.237819988863174,0.6037537513809589,0.15842625975586716,0.15083585239529712,0.765568578171146,0.08359556943355696,0.05771056661257313,0.8502189231347211,0.09207051025270574,0.030699270654984807,0.9429973007165837,0.026303428628431488,0.00736522364590653,0.9694503406226196,0.023184435731473878,0.0012558421271459104,0.9934944041795738,0.005249753693280276
oof,2024021157,2025-03-28,2024,CHI,VGK,United Center,2025-03-29T00:30:00Z,54-110,108-89,0.5299068670884003,0.4700931329115997,0.14087245217526395,0.4105,0.4630109994572795,0.3724890005427205,3.074469641078295,3.1250529302791716,-0.050583289200876624,6.199522571357466,-1.0,6.0,,,False,,,,,,3.0,5.0,8.0,-2.0,0.3987405839153831,0.5333495306519591,1.0,0.0,0.0,0.0,0.0,,,,,,0.0,True,oof,3.074469641078295,3.1250529302791716,0.9981,0.0012,0.9960228429581554,0.002080604874963887,0.9942019589361532,0.0036306688059499627,0.9803118354106617,0.01346260021900924,0.9227201679411177,0.05767497880509789,0.8362689071610618,0.08737212648464646,0.7341167238081502,0.10283913188752886,0.5333495306519591,0.20439968604433154,0.4635652538414211,0.14087245217526395,0.33962727294474704,0.20538587237872846,0.22408400394740774,0.11942047716165825,0.09095192911687434,0.13360409408443977,0.027676071702345366,0.06250803686844252,0.008438056005388307,0.017505507201381425,0.001477082984896109,0.0060306334178870016,0.0014972084104189405,0.0018368253384829787,0.0007000000000000001,0.0008000000000000001,0.575,0.4105,0.7473480409979951,0.14704043645072565,0.10561152255127926,0.5163123321766933,0.2532288225650759,0.2304588452582309,0.3987405839153831,0.48461770057216297,0.11664171551245398,0.23206307012865696,0.6003031022986849,0.16763382757265827,0.14731827917944817,0.766902210958107,0.08577950986244486,0.056959396777293864,0.8538848347052014,0.0891557685175047,0.0310906307704505,0.9439276447773699,0.024981724452179613,0.008402494363454313,0.9684285239632813,0.0231689816732644,0.002804991289579953,0.9919534587434663,0.005241549966953815
